,Age,Sex,Race,marital_status,Education,Employement,Incomes,how_many_books_12m,printed_books_12m,audiobooks_12m,ebooks_12m,how_did_you_get,news_or_newspapers,magazines_or_journals,printed,audiobooks,ebooks
193,22,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,7. 100-149.9,60,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
194,21,Female,White,Never been married,"Some college, no 4-year degree",Not employed for pay,7. 100-149.9,60,Yes,No,Yes,Purchased the book,No,No,1,0,1
195,34,Male,Refused,Married,"Some college, no 4-year degree",Employed full-time,Refused,55,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
196,81,Male,White,Married,High school graduate,Retired,Refused,55,Don’t know,No,No,Got the book some other way,Yes,No,0,0,0
197,66,Female,White,Living with a partner,High school graduate,Retired,5. 40m-49.9m,55,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
198,47,Female,White,Divorced,High school graduate,Employed part-time,3. 20-29.9,54,Yes,No,Yes,Borrowed the book from a library,No,No,1,0,1
199,68,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,52,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0
200,29,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,52,Yes,No,Yes,Purchased the book,No,No,1,0,1
201,21,Male,White,Married,High school incomplete,Employed full-time,4. 30m-39.9m,51,Yes,No,No,Got the book some other way,No,Yes,1,0,0
202,66,Male,Refused,Married,College graduate,Employed part-time,7. 100-149.9,50,Yes,No,No,no_valid_response,Yes,No,1,0,0
203,50,Male,Refused,Never been married,High school graduate,Retired,Refused,50,Yes,No,No,Purchased the book,Yes,No,1,0,0
204,26,Male,Refused,Married,"Some college, no 4-year degree",Employed full-time,Refused,50,Yes,No,No,Purchased the book,No,No,1,0,0
205,56,Female,Don’t know,Married,Post-graduate training/professional school after college,Other,Refused,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
206,37,Male,Other,Single,High school graduate,Retired,1. <10m,50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
207,16,Male,Other,Never been married,High school incomplete,Employed part-time,4. 30m-39.9m,50,Yes,No,No,Purchased the book,No,Yes,1,0,0
208,32,Female,Native American/American Indian,Living with a partner,"Some college, no 4-year degree",Not employed for pay,5. 50-74.9,50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
209,41,Female,Mixed race,Married,Post-graduate training/professional school after college,Disabled,4. 30m-39.9m,50,Yes,No,No,Got the book some other way,No,No,1,0,0
210,26,Male,Asian or Pacific Islander,Living with a partner,"Some college, no 4-year degree",Employed full-time,3. 20-29.9,50,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
211,61,Female,Black or African-American,Married,Post-graduate training/professional school after college,Employed full-time,5. 40m-49.9m,50,Yes,Yes,Yes,Got the book some other way,No,No,1,1,1
212,59,Female,Black or African-American,Married,College graduate,Employed full-time,7. 100-149.9,50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
213,47,Female,Black or African-American,Married,College graduate,Not employed for pay,7. 100-149.9,50,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
214,32,Female,Black or African-American,Living with a partner,Post-graduate training/professional school after college,Employed full-time,5. 50-74.9,50,Yes,No,No,Purchased the book,No,No,1,0,0
215,17,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,2. 10-19.9,50,Yes,No,Yes,Borrowed the book from a library,No,No,1,0,1
216,90,Female,White,Widowed,Post-graduate training/professional school after college,Retired,4. 30m-39.9m,50,Yes,No,No,Purchased the book,No,Yes,1,0,0
217,84,Female,White,Married,Post-graduate training/professional school after college,Retired,Refused,50,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
218,83,Female,White,Widowed,College graduate,Retired,3. 20-29.9,50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
219,80,Female,White,Widowed,High school graduate,Employed full-time,2. 10-19.9,50,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
220,80,Female,White,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,50,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,1,1,1
221,78,Female,White,Married,"Some college, no 4-year degree",Retired,5. 50-74.9,50,Yes,No,No,Purchased the book,No,Yes,1,0,0
222,78,Female,White,Widowed,Post-graduate training/professional school after college,Retired,3. 20-29.9,50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
223,78,Female,White,Married,High school graduate,Retired,4. 30m-39.9m,50,Yes,No,No,Purchased the book,No,Yes,1,0,0
224,77,Male,White,Married,Post-graduate training/professional school after college,Retired,3. 20-29.9,50,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
225,77,Female,White,Widowed,High school graduate,Retired,5. 40m-49.9m,50,Yes,No,Yes,Borrowed the book from a library,Yes,No,1,0,1
226,76,Female,White,Widowed,College graduate,Retired,7. 100-149.9,50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
227,75,Female,White,Widowed,Post-graduate training/professional school after college,Employed part-time,5. 50-74.9,50,Yes,Yes,No,Borrowed the book from a library,Yes,Yes,1,1,0
228,74,Female,White,Married,College graduate,Retired,5. 40m-49.9m,50,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
229,72,Female,White,Married,"Some college, no 4-year degree",Retired,4. 30m-39.9m,50,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
230,70,Male,White,Married,College graduate,Retired,6. 75-99.9,50,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
231,70,Female,White,Married,"Some college, no 4-year degree",Retired,5. 40m-49.9m,50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
232,70,Female,White,Married,College graduate,Retired,2. 10-19.9,50,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
233,69,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed part-time,5. 50-74.9,50,Yes,No,No,Purchased the book,No,Yes,1,0,0
234,68,Female,White,Married,"Some college, no 4-year degree",Retired,5. 50-74.9,50,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
235,68,Male,White,Married,College graduate,Employed part-time,5. 50-74.9,50,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
236,66,Female,White,Single,Post-graduate training/professional school after college,Retired,4. 30m-39.9m,50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
237,66,Female,White,Don’t know,Post-graduate training/professional school after college,Retired,Refused,50,Yes,No,No,Purchased the book,Yes,No,1,0,0
238,66,Female,White,Married,"Some college, no 4-year degree",Retired,6. 75-99.9,50,Yes,No,Yes,Borrowed the book from a library,Yes,No,1,0,1
239,66,Male,White,Married,College graduate,Retired,7. 100-149.9,50,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
240,65,Male,White,Married,"Some college, no 4-year degree",Retired,7. 100-149.9,50,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
241,65,Male,White,Married,College graduate,Retired,4. 30m-39.9m,50,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
242,65,Male,White,Married,High school graduate,Retired,5. 50-74.9,50,Yes,No,Yes,Borrowed the book from a library,No,Yes,1,0,1
243,65,Male,White,Married,Post-graduate training/professional school after college,Retired,6. 75-99.9,50,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
244,64,Male,White,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,50,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
245,64,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,50,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
246,62,Female,White,Widowed,None,Employed full-time,7. 100-149.9,50,Don’t know,No,No,Purchased the book,Yes,No,0,0,0
247,62,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
248,60,Female,White,Married,"Some college, no 4-year degree",Retired,6. 75-99.9,50,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1
249,60,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
250,60,Female,White,Widowed,High school incomplete,Not employed for pay,2. 10-19.9,50,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
251,59,Female,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,5. 50-74.9,50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
252,59,Female,White,Married,"Some college, no 4-year degree",Retired,5. 40m-49.9m,50,Yes,No,No,Purchased the book,No,Yes,1,0,0
253,59,Male,White,Never been married,College graduate,Employed full-time,7. 100-149.9,50,Yes,No,No,Purchased the book,Yes,No,1,0,0
254,58,Female,White,Married,High school graduate,Employed full-time,5. 40m-49.9m,50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
255,58,Female,White,Married,"Some college, no 4-year degree",Disabled,7. 100-149.9,50,Yes,Yes,No,Got the book some other way,Yes,Yes,1,1,0
256,58,Male,White,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,50,Yes,No,Yes,Purchased the book,No,No,1,0,1
257,57,Female,White,Married,College graduate,Employed part-time,Refused,50,Yes,No,Yes,Borrowed the book from a library,No,Yes,1,0,1
258,55,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
259,55,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,5. 40m-49.9m,50,Yes,No,No,Purchased the book,Yes,No,1,0,0
260,55,Female,White,Divorced,Post-graduate training/professional school after college,Retired,5. 50-74.9,50,Yes,No,No,Purchased the book,No,No,1,0,0
261,54,Male,White,Married,High school graduate,Employed full-time,7. 100-149.9,50,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
262,53,Female,White,Separated,High school graduate,Disabled,1. <10m,50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
263,53,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,7. 100-149.9,50,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
264,53,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,5. 40m-49.9m,50,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1
265,53,Female,White,Married,College graduate,Employed full-time,6. 75-99.9,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
266,53,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,7. 100-149.9,50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
267,52,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
268,52,Female,White,Married,College graduate,Employed full-time,5. 40m-49.9m,50,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
269,51,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,4. 30m-39.9m,50,Yes,No,Yes,Purchased the book,No,No,1,0,1
270,51,Female,White,Divorced,College graduate,Employed full-time,Refused,50,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
271,50,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,50,No,No,Yes,Purchased the book,Yes,No,0,0,1
272,50,Female,White,Married,College graduate,Employed full-time,5. 50-74.9,50,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
273,50,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
274,49,Female,White,Married,College graduate,Employed full-time,4. 30m-39.9m,50,No,No,Yes,Purchased the book,No,Yes,0,0,1
275,48,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,Refused,50,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
276,48,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,50,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,1,1
277,47,Female,White,Married,High school graduate,Employed full-time,6. 75-99.9,50,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes,1,0,1
278,46,Female,White,Separated,College graduate,Not employed for pay,3. 20-29.9,50,Yes,Yes,No,Borrowed the book from a library,Yes,No,1,1,0
279,45,Male,White,Divorced,College graduate,Employed full-time,6. 75-99.9,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
280,45,Male,White,Married,"Some college, no 4-year degree",Retired,5. 50-74.9,50,Yes,Yes,No,Borrowed the book from a library,Yes,No,1,1,0
281,45,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,50,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
282,44,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,5. 50-74.9,50,Yes,No,Yes,Got the book some other way,No,No,1,0,1
283,44,Female,White,Never been married,College graduate,Employed full-time,3. 20-29.9,50,Yes,No,No,Purchased the book,No,No,1,0,0
284,42,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,50,Yes,No,No,Purchased the book,Yes,No,1,0,0
285,42,Female,White,Never been married,College graduate,Have own business/self-employed,7. 100-149.9,50,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
286,41,Female,White,Married,High school graduate,Disabled,2. 10-19.9,50,Yes,No,No,Purchased the book,No,No,1,0,0
287,41,Female,White,Separated,Post-graduate training/professional school after college,Not employed for pay,1. <10m,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
288,38,Male,White,Living with a partner,High school graduate,Not employed for pay,6. 75-99.9,50,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
289,37,Male,White,Divorced,High school incomplete,Employed full-time,6. 75-99.9,50,Yes,Yes,Yes,Purchased the book,No,No,1,1,1
290,37,Female,White,Married,"Technical, trade or vocational school AFTER high school",Employed part-time,4. 30m-39.9m,50,Yes,Yes,Yes,Got the book some other way,No,Yes,1,1,1
291,36,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,50,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
292,35,Female,White,Living with a partner,College graduate,Employed full-time,3. 20-29.9,50,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
293,34,Female,White,Married,Post-graduate training/professional school after college,Not employed for pay,4. 30m-39.9m,50,No,No,Yes,Borrowed the book from a library,Yes,No,0,0,1
294,33,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,50,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,1,1,1
295,32,Female,White,Never been married,High school graduate,Employed full-time,3. 20-29.9,50,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
296,30,Male,White,Never been married,High school incomplete,Disabled,7. 100-149.9,50,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
297,29,Male,White,Married,High school graduate,Employed part-time,2. 10-19.9,50,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1
298,27,Female,White,Married,"Some college, no 4-year degree",Employed full-time,7. 100-149.9,50,Yes,Yes,Yes,Got the book some other way,Yes,No,1,1,1
299,27,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,5. 50-74.9,50,Yes,No,Yes,Purchased the book,No,No,1,0,1
300,26,Female,White,Married,"Some college, no 4-year degree",Have own business/self-employed,7. 100-149.9,50,Yes,No,No,Purchased the book,Yes,No,1,0,0
301,25,Female,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,50,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1
302,23,Male,White,Never been married,College graduate,Employed full-time,5. 40m-49.9m,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
303,22,Female,White,Never been married,College graduate,Employed full-time,7. 100-149.9,50,Yes,Yes,No,Borrowed the book from a friend or family member,No,No,1,1,0
304,20,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,7. 100-149.9,50,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
305,19,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,5. 50-74.9,50,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0
